2021-02-16 13:35:36.712583
{'physician-fee-freeze=n'} --> {'Class Name=democrat'} | Confidence: 0.9919028340080972 | Consequent Support: 0.6137931034482759 | Support: 0.5632183908045977 | Lift: 1.6160214711367875
{'crime=n', 'mx-missile=y'} --> {'physician-fee-freeze=n'} | Confidence: 0.978102189781022 | Consequent Support: 0.5678160919540229 | Support: 0.3080459770114943 | Lift: 1.722568633824877
{'physician-fee-freeze=n', 'export-administration-act-south-africa=y', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 0.9925925925925927 | Consequent Support: 0.6137931034482759 | Support: 0.3080459770114943 | Lift: 1.6171452351227633
{'export-administration-act-south-africa=y', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.9710144927536232 | Consequent Support: 0.5678160919540229 | Support: 0.3080459770114943 | Lift: 1.7100862524203486
{'export-administration-act-south-africa=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n', 'Class Name=democrat'} | Confidence: 0.9241379310344828 | Consequent Support: 0.5632183908045977 | Support: 0.3080459770114943 | Lift: 1.6408163265306124
{'handicapped-infants=n', 'physician-fee-freeze=y'} --> {'crime=y'} | Confidence: 0.9436619718309859 | Consequent Support: 0.5701149425287356 | Support: 0.3080459770114943 | Lift: 1.655213539300318
{'crime=n', 'physician-fee-freeze=n', 'mx-missile=y'} --> {'Class Name=democrat'} | Confidence: 1.0 | Consequent Support: 0.6137931034482759 | Support: 0.3080459770114943 | Lift: 1.6292134831460674
{'crime=n', 'mx-missile=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.9852941176470589 | Consequent Support: 0.5678160919540229 | Support: 0.3080459770114943 | Lift: 1.7352345796618245
{'crime=n', 'mx-missile=y'} --> {'physician-fee-freeze=n', 'Class Name=democrat'} | Confidence: 0.978102189781022 | Consequent Support: 0.5632183908045977 | Support: 0.3080459770114943 | Lift: 1.7366304185907944
{'crime=n', 'physician-fee-freeze=n', 'education-spending=n', 'aid-to-nicaraguan-contras=y'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9571428571428572 | Consequent Support: 0.5816091954022988 | Support: 0.3080459770114943 | Lift: 1.645680406549972
{'crime=n', 'education-spending=n', 'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y'} --> {'physician-fee-freeze=n'} | Confidence: 0.9925925925925927 | Consequent Support: 0.5678160919540229 | Support: 0.3080459770114943 | Lift: 1.748088169140801
{'crime=n', 'physician-fee-freeze=n', 'education-spending=n', 'adoption-of-the-budget-resolution=y'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9571428571428572 | Consequent Support: 0.5563218390804597 | Support: 0.3080459770114943 | Lift: 1.7204840613931525
{'crime=n', 'education-spending=n', 'aid-to-nicaraguan-contras=y'} --> {'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y'} | Confidence: 0.9436619718309859 | Consequent Support: 0.503448275862069 | Support: 0.3080459770114943 | Lift: 1.87439706733552
{'crime=n', 'physician-fee-freeze=n', 'education-spending=n'} --> {'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9115646258503401 | Consequent Support: 0.4942528735632184 | Support: 0.3080459770114943 | Lift: 1.844328429046037
{'crime=n', 'education-spending=n', 'adoption-of-the-budget-resolution=y'} --> {'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9503546099290782 | Consequent Support: 0.4850574712643678 | Support: 0.3080459770114943 | Lift: 1.9592618735504692
{'crime=n', 'education-spending=n', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 1.0 | Consequent Support: 0.6137931034482759 | Support: 0.3080459770114943 | Lift: 1.6292134831460674
{'crime=n', 'education-spending=n', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'el-salvador-aid=n'} | Confidence: 0.9436619718309859 | Consequent Support: 0.4781609195402299 | Support: 0.3080459770114943 | Lift: 1.9735238353196098
{'crime=n', 'education-spending=n', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.978102189781022 | Consequent Support: 0.5563218390804597 | Support: 0.3080459770114943 | Lift: 1.7581588948543165
{'crime=n', 'education-spending=n', 'aid-to-nicaraguan-contras=y'} --> {'el-salvador-aid=n', 'Class Name=democrat'} | Confidence: 0.9436619718309859 | Consequent Support: 0.45977011494252873 | Support: 0.3080459770114943 | Lift: 2.052464788732394
{'crime=n', 'education-spending=n', 'el-salvador-aid=n'} --> {'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.978102189781022 | Consequent Support: 0.5011494252873563 | Support: 0.3080459770114943 | Lift: 1.9517176722694707
{'superfund-right-to-sue=n', 'anti-satellite-test-ban=y', 'mx-missile=y'} --> {'Class Name=democrat'} | Confidence: 0.9640287769784173 | Consequent Support: 0.6137931034482759 | Support: 0.3080459770114943 | Lift: 1.5706086815940505
{'superfund-right-to-sue=n', 'mx-missile=y', 'Class Name=democrat'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9370629370629371 | Consequent Support: 0.5494252873563218 | Support: 0.3080459770114943 | Lift: 1.7055329607630865
{'physician-fee-freeze=n', 'export-administration-act-south-africa=y', 'anti-satellite-test-ban=y'} --> {'Class Name=democrat'} | Confidence: 0.9852941176470589 | Consequent Support: 0.6137931034482759 | Support: 0.3080459770114943 | Lift: 1.6052544613350959
{'export-administration-act-south-africa=y', 'anti-satellite-test-ban=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.978102189781022 | Consequent Support: 0.5678160919540229 | Support: 0.3080459770114943 | Lift: 1.722568633824877
{'adoption-of-the-budget-resolution=n', 'el-salvador-aid=y', 'mx-missile=n'} --> {'physician-fee-freeze=y'} | Confidence: 0.9305555555555557 | Consequent Support: 0.4068965517241379 | Support: 0.3080459770114943 | Lift: 2.28695856873823
{'adoption-of-the-budget-resolution=n', 'el-salvador-aid=y', 'physician-fee-freeze=y'} --> {'mx-missile=n'} | Confidence: 0.9503546099290782 | Consequent Support: 0.4735632183908046 | Support: 0.3080459770114943 | Lift: 2.0068167733939273
{'adoption-of-the-budget-resolution=n', 'mx-missile=n', 'physician-fee-freeze=y'} --> {'el-salvador-aid=y'} | Confidence: 0.9925925925925927 | Consequent Support: 0.48735632183908045 | Support: 0.3080459770114943 | Lift: 2.0366876310272537
{'adoption-of-the-budget-resolution=n', 'mx-missile=n'} --> {'el-salvador-aid=y', 'physician-fee-freeze=y'} | Confidence: 0.9178082191780822 | Consequent Support: 0.38620689655172413 | Support: 0.3080459770114943 | Lift: 2.37646771037182
{'adoption-of-the-budget-resolution=n', 'physician-fee-freeze=y'} --> {'el-salvador-aid=y', 'mx-missile=n'} | Confidence: 0.9178082191780822 | Consequent Support: 0.42298850574712643 | Support: 0.3080459770114943 | Lift: 2.169818344252531
{'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'mx-missile=y', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 0.9925925925925927 | Consequent Support: 0.6137931034482759 | Support: 0.3080459770114943 | Lift: 1.6171452351227633
{'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'mx-missile=y', 'Class Name=democrat'} --> {'el-salvador-aid=n'} | Confidence: 0.9436619718309859 | Consequent Support: 0.4781609195402299 | Support: 0.3080459770114943 | Lift: 1.9735238353196098
{'Class Name=democrat', 'superfund-right-to-sue=n', 'mx-missile=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n'} | Confidence: 0.9925925925925927 | Consequent Support: 0.5678160919540229 | Support: 0.3080459770114943 | Lift: 1.748088169140801
{'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'mx-missile=y'} --> {'el-salvador-aid=n', 'Class Name=democrat'} | Confidence: 0.9370629370629371 | Consequent Support: 0.45977011494252873 | Support: 0.3080459770114943 | Lift: 2.0381118881118883
{'superfund-right-to-sue=n', 'mx-missile=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n', 'Class Name=democrat'} | Confidence: 0.9571428571428572 | Consequent Support: 0.5632183908045977 | Support: 0.3080459770114943 | Lift: 1.6994169096209915
{'superfund-right-to-sue=n', 'mx-missile=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n', 'el-salvador-aid=n'} | Confidence: 0.9370629370629371 | Consequent Support: 0.4482758620689655 | Support: 0.3080459770114943 | Lift: 2.0903711672942444
{'education-spending=n', 'aid-to-nicaraguan-contras=y', 'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'adoption-of-the-budget-resolution=y'} --> {'Class Name=democrat'} | Confidence: 1.0 | Consequent Support: 0.6137931034482759 | Support: 0.3080459770114943 | Lift: 1.6292134831460674
{'education-spending=n', 'aid-to-nicaraguan-contras=y', 'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'Class Name=democrat'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9370629370629371 | Consequent Support: 0.5816091954022988 | Support: 0.3080459770114943 | Lift: 1.6111556427761962
{'education-spending=n', 'aid-to-nicaraguan-contras=y', 'superfund-right-to-sue=n', 'adoption-of-the-budget-resolution=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 1.0 | Consequent Support: 0.5678160919540229 | Support: 0.3080459770114943 | Lift: 1.7611336032388665
{'education-spending=n', 'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'adoption-of-the-budget-resolution=y', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9571428571428572 | Consequent Support: 0.5563218390804597 | Support: 0.3080459770114943 | Lift: 1.7204840613931525
{'physician-fee-freeze=n', 'education-spending=n', 'superfund-right-to-sue=n', 'aid-to-nicaraguan-contras=y'} --> {'adoption-of-the-budget-resolution=y', 'Class Name=democrat'} | Confidence: 0.9305555555555557 | Consequent Support: 0.5310344827586206 | Support: 0.3080459770114943 | Lift: 1.7523448773448778
{'adoption-of-the-budget-resolution=y', 'education-spending=n', 'superfund-right-to-sue=n', 'aid-to-nicaraguan-contras=y'} --> {'physician-fee-freeze=n', 'Class Name=democrat'} | Confidence: 0.9640287769784173 | Consequent Support: 0.5632183908045977 | Support: 0.3080459770114943 | Lift: 1.7116429305535164
{'education-spending=n', 'superfund-right-to-sue=n', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y'} | Confidence: 0.9305555555555557 | Consequent Support: 0.503448275862069 | Support: 0.3080459770114943 | Lift: 1.8483637747336379
{'adoption-of-the-budget-resolution=y', 'physician-fee-freeze=n', 'education-spending=n', 'superfund-right-to-sue=n'} --> {'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9571428571428572 | Consequent Support: 0.5011494252873563 | Support: 0.3080459770114943 | Lift: 1.909895150720839
{'adoption-of-the-budget-resolution=y', 'education-spending=n', 'superfund-right-to-sue=n', 'Class Name=democrat'} --> {'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9571428571428572 | Consequent Support: 0.4850574712643678 | Support: 0.3080459770114943 | Lift: 1.9732566012186865
{'adoption-of-the-budget-resolution=y', 'education-spending=n', 'superfund-right-to-sue=n'} --> {'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9178082191780822 | Consequent Support: 0.4827586206896552 | Support: 0.3080459770114943 | Lift: 1.901174168297456
{'crime=n', 'education-spending=n', 'aid-to-nicaraguan-contras=y', 'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y'} --> {'Class Name=democrat'} | Confidence: 1.0 | Consequent Support: 0.6137931034482759 | Support: 0.3080459770114943 | Lift: 1.6292134831460674
{'crime=n', 'education-spending=n', 'aid-to-nicaraguan-contras=y', 'physician-fee-freeze=n', 'Class Name=democrat'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9571428571428572 | Consequent Support: 0.5816091954022988 | Support: 0.3080459770114943 | Lift: 1.645680406549972
{'crime=n', 'education-spending=n', 'aid-to-nicaraguan-contras=y', 'adoption-of-the-budget-resolution=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.9925925925925927 | Consequent Support: 0.5678160919540229 | Support: 0.3080459770114943 | Lift: 1.748088169140801
{'crime=n', 'education-spending=n', 'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9571428571428572 | Consequent Support: 0.5563218390804597 | Support: 0.3080459770114943 | Lift: 1.7204840613931525
{'crime=n', 'physician-fee-freeze=n', 'education-spending=n', 'aid-to-nicaraguan-contras=y'} --> {'adoption-of-the-budget-resolution=y', 'Class Name=democrat'} | Confidence: 0.9571428571428572 | Consequent Support: 0.5310344827586206 | Support: 0.3080459770114943 | Lift: 1.8024118738404455
{'crime=n', 'education-spending=n', 'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y'} --> {'physician-fee-freeze=n', 'Class Name=democrat'} | Confidence: 0.9925925925925927 | Consequent Support: 0.5632183908045977 | Support: 0.3080459770114943 | Lift: 1.7623582766439911
{'crime=n', 'education-spending=n', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y'} | Confidence: 0.9436619718309859 | Consequent Support: 0.503448275862069 | Support: 0.3080459770114943 | Lift: 1.87439706733552
{'crime=n', 'physician-fee-freeze=n', 'education-spending=n', 'adoption-of-the-budget-resolution=y'} --> {'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9571428571428572 | Consequent Support: 0.5011494252873563 | Support: 0.3080459770114943 | Lift: 1.909895150720839
{'crime=n', 'physician-fee-freeze=n', 'education-spending=n', 'Class Name=democrat'} --> {'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9115646258503401 | Consequent Support: 0.4942528735632184 | Support: 0.3080459770114943 | Lift: 1.844328429046037
{'crime=n', 'education-spending=n', 'adoption-of-the-budget-resolution=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9503546099290782 | Consequent Support: 0.4850574712643678 | Support: 0.3080459770114943 | Lift: 1.9592618735504692
{'crime=n', 'education-spending=n', 'aid-to-nicaraguan-contras=y'} --> {'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y', 'Class Name=democrat'} | Confidence: 0.9436619718309859 | Consequent Support: 0.503448275862069 | Support: 0.3080459770114943 | Lift: 1.87439706733552
{'crime=n', 'physician-fee-freeze=n', 'education-spending=n'} --> {'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9115646258503401 | Consequent Support: 0.4666666666666667 | Support: 0.3080459770114943 | Lift: 1.9533527696793003
{'crime=n', 'education-spending=n', 'adoption-of-the-budget-resolution=y'} --> {'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9503546099290782 | Consequent Support: 0.4827586206896552 | Support: 0.3080459770114943 | Lift: 1.9685916919959476
{'religious-groups-in-schools=n', 'aid-to-nicaraguan-contras=y'} --> {'Class Name=democrat'} | Confidence: 0.9436619718309859 | Consequent Support: 0.6137931034482759 | Support: 0.3080459770114943 | Lift: 1.5374268080392466
{'religious-groups-in-schools=n', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9925925925925927 | Consequent Support: 0.5563218390804597 | Support: 0.3080459770114943 | Lift: 1.7842056932966026
{'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'mx-missile=y'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9370629370629371 | Consequent Support: 0.5494252873563218 | Support: 0.3080459770114943 | Lift: 1.7055329607630865
{'superfund-right-to-sue=n', 'anti-satellite-test-ban=y', 'mx-missile=y'} --> {'physician-fee-freeze=n'} | Confidence: 0.9640287769784173 | Consequent Support: 0.5678160919540229 | Support: 0.3080459770114943 | Lift: 1.6977834736259576
{'superfund-right-to-sue=y', 'religious-groups-in-schools=y', 'anti-satellite-test-ban=n'} --> {'el-salvador-aid=y'} | Confidence: 0.9370629370629371 | Consequent Support: 0.48735632183908045 | Support: 0.3080459770114943 | Lift: 1.9227470642564983
{'superfund-right-to-sue=y', 'el-salvador-aid=y', 'anti-satellite-test-ban=n'} --> {'religious-groups-in-schools=y'} | Confidence: 0.9710144927536232 | Consequent Support: 0.6252873563218391 | Support: 0.3080459770114943 | Lift: 1.5529092071611252
{'superfund-right-to-sue=y', 'anti-satellite-test-ban=n'} --> {'religious-groups-in-schools=y', 'el-salvador-aid=y'} | Confidence: 0.9115646258503401 | Consequent Support: 0.4528735632183908 | Support: 0.3080459770114943 | Lift: 2.0128457474360304
{'education-spending=n', 'aid-to-nicaraguan-contras=y', 'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 0.9925925925925927 | Consequent Support: 0.6137931034482759 | Support: 0.3080459770114943 | Lift: 1.6171452351227633
{'education-spending=n', 'aid-to-nicaraguan-contras=y', 'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'Class Name=democrat'} --> {'el-salvador-aid=n'} | Confidence: 0.9370629370629371 | Consequent Support: 0.4781609195402299 | Support: 0.3080459770114943 | Lift: 1.959722969338354
{'education-spending=n', 'aid-to-nicaraguan-contras=y', 'superfund-right-to-sue=n', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.9925925925925927 | Consequent Support: 0.5678160919540229 | Support: 0.3080459770114943 | Lift: 1.748088169140801
{'education-spending=n', 'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.978102189781022 | Consequent Support: 0.5563218390804597 | Support: 0.3080459770114943 | Lift: 1.7581588948543165
